WKT,osm_id,name,access,addr.city,addr.city.simc,addr.housename,addr.housenumber,addr.postcode,addr.street,amenity,brand,brand.wikidata,brand.wikipedia,check_date,check_date.opening_hours,construction.shop,description,door,entrance,level,name.ru,opening_hours,operator,parking,shop,source,source.addr,source.position,toilets.wheelchair,website,wheelchair,nazwa_dzie,supermarket
"POINT (20.9922045 52.3277511)","12908249239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922026 52.3277506)","12908249240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922606 52.3276783)","12908249241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922624 52.327679)","12908249242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922655 52.3276748)","12908249243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922636 52.3276743)","12908249244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922855 52.3276471)","12908249245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922874 52.3276476)","12908249246",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922911 52.3276432)","12908249247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922889 52.3276427)","12908249248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923233 52.3276)","12908249249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923254 52.3276006)","12908249250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923285 52.3275964)","12908249251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923264 52.3275958)","12908249252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923615 52.3275525)","12908249253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923633 52.3275531)","12908249254",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923665 52.3275488)","12908249255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923646 52.3275482)","12908249256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923989 52.3275056)","12908249257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924008 52.3275062)","12908249258",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924042 52.3275018)","12908249259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924023 52.3275012)","12908249260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924285 52.3274683)","12908249261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924306 52.3274689)","12908249262",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924264 52.3274623)","12908249263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924255 52.3274634)","12908249264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923932 52.3274064)","12908249265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923951 52.327407)","12908249266",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923986 52.3274024)","12908249267",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923966 52.3274018)","12908249268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924293 52.3273612)","12908249269",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924312 52.3273618)","12908249270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924357 52.3273562)","12908249271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924337 52.3273555)","12908249272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924625 52.3273191)","12908249273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924645 52.3273197)","12908249274",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924611 52.3273124)","12908249275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9924601 52.3273136)","12908249276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923944 52.327294)","12908249277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923953 52.3272929)","12908249278",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923879 52.3272906)","12908249279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9923869 52.3272918)","12908249280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.992292 52.3272633)","12908249281",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.992293 52.327262)","12908249282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922854 52.3272598)","12908249283",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922844 52.327261)","12908249284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922316 52.327245)","12908249285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922675 52.3271999)","12908249286",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922694 52.3272006)","12908249287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922733 52.3271961)","12908249288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922664 52.3271939)","12908249289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922652 52.3271952)","12908249290",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922037 52.3271767)","12908249291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9922048 52.3271755)","12908249292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.992198 52.3271733)","12908249293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.992197 52.3271746)","12908249294",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9921299 52.3271545)","12908249295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9921311 52.3271533)","12908249296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9921235 52.3271511)","12908249297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9921201 52.3271556)","12908249298",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9921223 52.3271563)","12908249299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9920868 52.3272007)","12908249300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9920848 52.3272001)","12908249301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9920811 52.3272044)","12908249302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9920541 52.3272414)","12908249303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9920522 52.3272409)","12908249304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9920487 52.3272453)","12908249305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9920504 52.3272459)","12908249306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9920173 52.3272878)","12908249307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9920152 52.3272872)","12908249308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9920118 52.3272914)","12908249309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9920136 52.327292)","12908249310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9919791 52.327335)","12908249311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9919768 52.3273343)","12908249312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9919732 52.3273387)","12908249313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9919757 52.3273394)","12908249314",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9919413 52.3273824)","12908249315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9919391 52.3273817)","12908249316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9919358 52.3273858)","12908249317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.991938 52.3273865)","12908249318",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9919034 52.32743)","12908249319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9919012 52.3274293)","12908249320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9918978 52.3274333)","12908249321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9918999 52.327434)","12908249322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9918654 52.3274771)","12908249323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9918633 52.3274765)","12908249324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9918607 52.3274796)","12908249325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9918629 52.3274802)","12908249326",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9918275 52.3275244)","12908249327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9918256 52.3275237)","12908249328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9918217 52.327528)","12908249329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9918237 52.3275287)","12908249330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9917897 52.3275717)","12908249331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9917876 52.3275711)","12908249332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9917841 52.3275753)","12908249333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9917863 52.3275759)","12908249334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9917523 52.3276188)","12908249335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9917502 52.3276181)","12908249336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9917465 52.3276221)","12908249337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9917488 52.3276228)","12908249338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9917141 52.3276661)","12908249339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9917121 52.3276655)","12908249340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9917085 52.3276699)","12908249341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9917106 52.3276705)","12908249342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9916763 52.3277133)","12908249343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9916744 52.3277126)","12908249344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9916705 52.327717)","12908249345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9916725 52.3277177)","12908249346",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9916399 52.3277584)","12908249347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9916378 52.3277578)","12908249348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9916346 52.3277622)","12908249349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9916367 52.3277628)","12908249350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9916218 52.3277813)","12908249351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9916193 52.3277805)","12908249352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9382692 52.3365061)","13014458284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9383952 52.3363652)","13014458285",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9379822 52.3361018)","13014481777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.9382876 52.3365397)","13014481830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Białołęka,Lidl
"POINT (20.914491 52.2398691)","1261065763",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.914549 52.2399052)","1261065788",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9144299 52.2399062)","1261065848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.913645 52.2401403)","1261065876",,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9393321 52.2510893)","2279178845",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.8952973 52.2199509)","5018046322",Lidl,,,,,"24",01-321,Kopalniana,,Lidl,Q151954,en:Lidl,,,,,,,,ЛИДЛ,Mo-Sa 06:00-23:00,,,supermarket,,,,,,yes,Bemowo,Lidl
"POINT (20.9388755 52.2513285)","5357640638",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9389318 52.2513704)","5357640639",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9389808 52.2512727)","5357640640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9390395 52.2513138)","5357640641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9140103 52.2399186)","9135863184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9136727 52.2400644)","9135863185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9135934 52.2401554)","9135863186",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9138169 52.2403493)","9135863187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9135538 52.2401795)","9135863188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9142324 52.2397837)","9135863189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9137201 52.2400945)","9135863190",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9136632 52.2400583)","9135873152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.913669 52.2400669)","9135873190",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9136069 52.2401635)","9135873232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9135675 52.2401881)","9135873271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9139941 52.2399284)","9135873291",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9136698 52.2400625)","9135873331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9135624 52.2401909)","9135873504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9139365 52.2398927)","9135873528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9136656 52.240065)","9135873564",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9383655 52.2512878)","12480866855",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9383612 52.2512899)","12480866856",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9386089 52.2514688)","12480866857",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9390831 52.2509106)","12480866858",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9390031 52.2509524)","12480866859",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9389507 52.2509147)","12480866860",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9387479 52.2510208)","12480866861",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9384532 52.2511749)","12480866862",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9385079 52.2512133)","12480866863",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9384223 52.2512581)","12480866864",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9383978 52.2512401)","12480866865",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.9383409 52.2512699)","12480866866",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.8787946 52.2161026)","12603410474",,customers,,,,,,,,,,,,,,,sliding,main,,,,,,,,,,,,yes,Bemowo,Lidl
"POINT (20.8789181 52.2161457)","12603410475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.878918 52.2161761)","12603410476",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.8796604 52.216177)","12603410477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.8796614 52.2158496)","12603410478",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.87926 52.2158493)","12603410479",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.8792598 52.2159421)","12603410480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.8787951 52.2159417)","12603410481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
"POINT (20.8787944 52.2161455)","12603410482",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bemowo,Lidl
